epoch,acc,loss,val_acc,val_loss
0,0.86225,0.45068834849596023,0.8681,0.4204294854640961
1,0.95308334,0.1566373226602872,0.9077,0.30420000762939453
2,0.96805,0.10233289429744084,0.93,0.2410146418094635
3,0.97576666,0.07846444297631582,0.9329,0.23327617020606994
4,0.98123336,0.06201335213879744,0.9402,0.21391643176078795
5,0.98288333,0.05374920707096656,0.9466,0.18891721744537354
6,0.98683333,0.04232310185631116,0.9436,0.21410734773278237
7,0.98843336,0.03549670135738949,0.9505,0.19181770730018616
8,0.98985,0.03135097701574365,0.9517,0.18354168798923493
9,0.99078333,0.028587064791098238,0.9556,0.17420512033104896
10,0.9921167,0.023528555176158747,0.9552,0.18066430569291114
11,0.99275,0.021702806597575546,0.9487,0.20469241511821748
12,0.99375,0.018602182433195412,0.9577,0.17674724636077882
13,0.9931167,0.019033542642183602,0.9576,0.17826858940124513
14,0.9946833,0.01615375918789456,0.9587,0.17559346436560153
15,0.9946667,0.014819933747624357,0.9606,0.1763996754939668
16,0.9953833,0.013489467215475937,0.9583,0.19425716388225556
17,0.99551666,0.013650649277803798,0.9581,0.20786044596135617
18,0.9953167,0.013471907127733964,0.9586,0.19325689204633237
19,0.99615,0.011688007660101479,0.9582,0.20284876120090484
20,0.99595,0.011718184863341351,0.9566,0.2129837420463562
21,0.99611664,0.011543601122700298,0.9601,0.19553506586551667
22,0.9963167,0.01110143306045793,0.9585,0.1920551989313215
23,0.99686664,0.009180922601597074,0.9596,0.22258340439796448
24,0.9963167,0.010300385107053443,0.9613,0.19223355653631732
25,0.99693334,0.00845711528044582,0.9571,0.21293619319815188
26,0.9971833,0.008145126054998642,0.9562,0.2395342872845009
27,0.9968167,0.009415496500146886,0.9628,0.19843173689842225
28,0.9971,0.008668274825551391,0.9625,0.19960223403549754
29,0.99726665,0.00819907599146245,0.9599,0.2228339733183384
30,0.99761665,0.007632014630493358,0.9596,0.2162049682855606
31,0.9974667,0.007351071084993116,0.9638,0.2061979664079845
32,0.9970833,0.008825900007043188,0.9611,0.21386656203269958
33,0.99735,0.00832139339906862,0.9635,0.20392149857449984
34,0.9975333,0.0074569426997099075,0.9599,0.23022127787386998
35,0.99745,0.0078009720331989225,0.9582,0.23760601634979248
36,0.99826664,0.005052738375754174,0.9605,0.23929104430675507
37,0.99763334,0.0070544464013432544,0.9622,0.2222080811643973
38,0.99808335,0.006047714230883867,0.9569,0.27381611852645876
39,0.99763334,0.007367969300449476,0.9623,0.22898885011672973
40,0.9981833,0.005461231423115533,0.9651,0.2139081652801746
41,0.998,0.006226542536746517,0.9624,0.21842163757101515
42,0.9977667,0.00605866663816123,0.9572,0.24888030490763485
43,0.9978333,0.006329764113559698,0.964,0.2068841854929924
44,0.9976,0.006845206672183121,0.9631,0.22046612793207168
45,0.9981167,0.005362545974982398,0.9606,0.22977647967934609
46,0.99766666,0.006855832972926631,0.9615,0.21810276219006627
47,0.9982,0.005275486515781086,0.9616,0.24395846276283265
48,0.99778336,0.007043237962521865,0.9635,0.2318797832012178
49,0.99791664,0.006429689246617272,0.9634,0.22689928060323
50,0.99865,0.003655295200558612,0.964,0.22425925738066435
51,0.99835,0.00450799138830577,0.9635,0.2311799216007348
52,0.99843335,0.00489354242701326,0.9599,0.27427095117568967
53,0.99815,0.005439560420329508,0.9615,0.2536991320244328
54,0.99848336,0.00511065951968958,0.9624,0.236412132493034
55,0.99795,0.0071282124636013276,0.9621,0.24143733347654342
56,0.99848336,0.004960899445429823,0.9651,0.2281783115490689
57,0.9987,0.004660224418981913,0.9595,0.2744086010336876
58,0.9982333,0.0052096829610508094,0.9628,0.22479241120815277
59,0.9981833,0.005458700197406385,0.9622,0.2494532755404711
